====================================================================================================
HOSPITAL RESOURCE SHARING SYSTEM - DATABASE EXPORT
Generated: 2026-03-03 12:09:19
====================================================================================================

Total Tables Found: 33


====================================================================================================
TABLE: auth_group
====================================================================================================

COLUMNS:
----------------------------------------------------------------------------------------------------
  - id: integer NOT NULL
  - name: character varying(150) NOT NULL

Total Rows: 0

No data in this table.


====================================================================================================
TABLE: auth_group_permissions
====================================================================================================

COLUMNS:
----------------------------------------------------------------------------------------------------
  - id: bigint NOT NULL
  - group_id: integer NOT NULL
  - permission_id: integer NOT NULL

Total Rows: 0

No data in this table.


====================================================================================================
TABLE: auth_permission
====================================================================================================

COLUMNS:
----------------------------------------------------------------------------------------------------
  - id: integer NOT NULL
  - name: character varying(255) NOT NULL
  - content_type_id: integer NOT NULL
  - codename: character varying(100) NOT NULL

Total Rows: 88

DATA:
----------------------------------------------------------------------------------------------------
id | name | content_type_id | codename
4 | pbkdf2_sha256$600000$hssfvjkWGGpQmr3tVNZZNv$ep0k0UuQui/qbwmHipi00m8LXewYe+SEObsyiKJrq9U= | NULL | False | michael.brown@regional.health | Michael | Brown | michael.brown@regional.health | False | True | 2026-02-28 16:08:31.857026+00:00


====================================================================================================
TABLE: auth_user_groups
====================================================================================================

COLUMNS:
----------------------------------------------------------------------------------------------------
  - id: bigint NOT NULL
  - user_id: integer NOT NULL
  - group_id: integer NOT NULL

Total Rows: 0

No data in this table.


====================================================================================================
TABLE: auth_user_user_permissions
====================================================================================================

COLUMNS:
----------------------------------------------------------------------------------------------------
  - id: bigint NOT NULL
  - user_id: integer NOT NULL
  - permission_id: integer NOT NULL

Total Rows: 0

No data in this table.


====================================================================================================
TABLE: blood_bank
====================================================================================================

COLUMNS:
----------------------------------------------------------------------------------------------------
  - id: uuid NOT NULL
  - hospital_id: uuid NOT NULL
  - blood_type: character varying(5) NOT NULL
  - component: character varying(20) NOT NULL
  - units_available: integer NOT NULL
  - collection_date: date NULL
  - expiry_date: date NULL
  - donor_id: character varying(100) NULL
  - screening_status: character varying(20) NULL
  - storage_location: character varying(100) NULL
  - reserved_units: integer NULL
  - created_at: timestamp without time zone NULL
  - updated_at: timestamp without time zone NULL

Total Rows: 160

DATA:
----------------------------------------------------------------------------------------------------
id | hospital_id | blood_type | component | units_available | collection_date | expiry_date | donor_id | screening_status | storage_location | reserved_units | created_at | updated_at
----------------------------------------------------------------------------------------------------
45ff6c20-45f0-4d90-9038-8ebe9a4f8930 | 033ff154-386d-4515-a1ed-2cbbe3d3385d | A+ | whole_blood | 13 | 2026-01-22 | 2026-02-25 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
66aa6d7d-a945-4a2a-b503-6e4d881c61c4 | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | A+ | whole_blood | 53 | 2026-01-05 | 2026-02-22 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
6361cccb-2c82-42e5-ba76-ce8e06bf8de7 | f3553e2a-a525-4b52-9875-bb463b69a60b | A+ | whole_blood | 24 | 2026-01-12 | 2026-03-12 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
75d7eea1-0fae-4893-8ba5-0903bedfc3fc | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | A+ | whole_blood | 41 | 2026-01-17 | 2026-02-18 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
76a71f50-e00c-45d5-8b5f-b9aa5a9d8b1d | b8dd38d0-53d4-4362-9170-1febdd6af033 | A+ | whole_blood | 41 | 2026-01-24 | 2026-02-12 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
47cbbc4b-3900-414e-a2ef-4eec04ad0c9e | 033ff154-386d-4515-a1ed-2cbbe3d3385d | A+ | packed_rbc | 33 | 2026-01-18 | 2026-02-13 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
a8fd7032-6b3b-490a-ac57-b8e71d5aa77f | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | A+ | packed_rbc | 42 | 2026-01-06 | 2026-03-11 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
0e31eca0-3cd7-4975-aaa9-9929a61c53ec | f3553e2a-a525-4b52-9875-bb463b69a60b | A+ | packed_rbc | 50 | 2026-01-04 | 2026-02-17 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
fed07500-5de1-4aa9-8722-d771323887d3 | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | A+ | packed_rbc | 32 | 2026-01-15 | 2026-02-08 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
9b20e530-f3cc-4f99-abfe-f645d7b825dd | b8dd38d0-53d4-4362-9170-1febdd6af033 | A+ | packed_rbc | 11 | 2026-01-28 | 2026-02-25 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
630a87d4-1883-40a3-9918-f76dff12ace9 | 033ff154-386d-4515-a1ed-2cbbe3d3385d | A+ | plasma | 49 | 2026-01-08 | 2026-03-07 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
d195f804-4118-44ed-aa0a-4642c20e25dc | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | A+ | plasma | 13 | 2026-01-25 | 2026-02-18 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
49dc3534-d477-480a-a304-892739cd6e66 | f3553e2a-a525-4b52-9875-bb463b69a60b | A+ | plasma | 36 | 2026-01-08 | 2026-03-11 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
6463d554-21cb-4b17-88fc-e2abaecff3b2 | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | A+ | plasma | 33 | 2026-01-25 | 2026-03-07 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
3acd0a25-99c6-41f1-9a15-22806b9ef1eb | b8dd38d0-53d4-4362-9170-1febdd6af033 | A+ | plasma | 39 | 2026-01-18 | 2026-02-25 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
7f7a7369-dd00-44cf-b59b-cc074771550d | 033ff154-386d-4515-a1ed-2cbbe3d3385d | A+ | platelets | 37 | 2026-01-20 | 2026-03-09 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
d65d9e3f-083e-4b02-92b0-8586b1a7e973 | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | A+ | platelets | 44 | 2026-01-03 | 2026-03-03 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
8fe91dc5-e149-449d-9acd-3f52233661f4 | f3553e2a-a525-4b52-9875-bb463b69a60b | A+ | platelets | 33 | 2026-01-24 | 2026-02-11 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
23fecffa-baaa-4bad-adbe-4f6cc812737e | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | A+ | platelets | 6 | 2026-01-03 | 2026-03-11 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
8e44b446-8231-49e8-9f2f-ec2bdcf649f4 | b8dd38d0-53d4-4362-9170-1febdd6af033 | A+ | platelets | 12 | 2026-01-14 | 2026-02-14 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
ddacb2d1-1e0d-42bd-a77f-44f756e8d4dd | 033ff154-386d-4515-a1ed-2cbbe3d3385d | A- | whole_blood | 36 | 2026-01-25 | 2026-02-28 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
625d8713-3ecc-4161-b369-6e8bb3680343 | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | A- | whole_blood | 36 | 2026-01-25 | 2026-02-15 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
30a643c3-1028-4ca5-aaff-8ff78c10bfc4 | f3553e2a-a525-4b52-9875-bb463b69a60b | A- | whole_blood | 36 | 2026-01-10 | 2026-02-11 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
26b61921-2d74-4845-837c-4980c20bed85 | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | A- | whole_blood | 24 | 2026-01-10 | 2026-03-08 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
63ea09cc-ff6c-4a38-b3be-cbbde2e6a278 | b8dd38d0-53d4-4362-9170-1febdd6af033 | A- | whole_blood | 21 | 2026-01-27 | 2026-02-18 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
aa51868d-f20e-45f2-a382-231f5bb80360 | 033ff154-386d-4515-a1ed-2cbbe3d3385d | A- | packed_rbc | 16 | 2026-01-20 | 2026-02-21 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
584f0810-5d23-4005-a700-a6f17e2e7171 | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | A- | packed_rbc | 32 | 2026-01-09 | 2026-02-17 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
3005f03e-3399-46be-96e9-66f16c103c09 | f3553e2a-a525-4b52-9875-bb463b69a60b | A- | packed_rbc | 21 | 2026-01-19 | 2026-03-07 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
a324dbd1-783f-4daf-a77b-14f1653ad9cf | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | A- | packed_rbc | 52 | 2026-01-29 | 2026-02-17 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
23c092d0-bc24-449e-adc1-8e484e1cc2dc | b8dd38d0-53d4-4362-9170-1febdd6af033 | A- | packed_rbc | 52 | 2026-01-02 | 2026-02-13 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
d3aa507f-9580-4388-885b-ae94c66ae525 | 033ff154-386d-4515-a1ed-2cbbe3d3385d | A- | plasma | 31 | 2026-01-24 | 2026-02-17 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
704dde1d-30e9-467c-b0d3-186b8085ca0e | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | A- | plasma | 8 | 2026-01-21 | 2026-02-24 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
63248671-e266-4716-accf-f6d7a3143ce0 | f3553e2a-a525-4b52-9875-bb463b69a60b | A- | plasma | 51 | 2026-01-18 | 2026-02-19 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
8e6a7956-233f-4ec5-bc40-0fcccd837c68 | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | A- | plasma | 28 | 2026-01-17 | 2026-03-09 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
e1d9cb38-859b-4473-ae5a-445e37a3bd3a | b8dd38d0-53d4-4362-9170-1febdd6af033 | A- | plasma | 16 | 2026-01-22 | 2026-02-09 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
3dcd4a73-0aff-47df-aab4-c3eb8d3d1b21 | 033ff154-386d-4515-a1ed-2cbbe3d3385d | A- | platelets | 46 | 2026-01-16 | 2026-03-02 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
23ff8e4b-2fbe-44fd-9fc4-621c71db3970 | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | A- | platelets | 47 | 2026-01-25 | 2026-03-05 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
9fa631ac-76b1-45ad-b8f9-ebb94ff446de | f3553e2a-a525-4b52-9875-bb463b69a60b | A- | platelets | 18 | 2026-01-30 | 2026-02-12 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
7472af27-1c7c-494e-b311-10f303213b70 | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | A- | platelets | 27 | 2026-01-29 | 2026-02-24 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
70ba437d-0e61-4dac-9f0a-43fbc349238e | b8dd38d0-53d4-4362-9170-1febdd6af033 | A- | platelets | 19 | 2026-01-20 | 2026-02-25 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
56b4d80c-c577-49b5-be47-5ef84e910d87 | 033ff154-386d-4515-a1ed-2cbbe3d3385d | B+ | whole_blood | 46 | 2026-01-16 | 2026-03-10 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
12088f70-6e9f-4998-9a8c-d7b6c31f1b87 | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | B+ | whole_blood | 16 | 2026-01-22 | 2026-03-13 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
774aaf0f-1482-42d8-93b6-449b1df9b1e3 | f3553e2a-a525-4b52-9875-bb463b69a60b | B+ | whole_blood | 21 | 2026-01-20 | 2026-02-22 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
ea21e81d-58d7-4cd4-bf5e-7e4835fa939e | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | B+ | whole_blood | 53 | 2026-01-07 | 2026-02-09 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
95c838fa-ee37-460c-8383-56d23e82aa5d | b8dd38d0-53d4-4362-9170-1febdd6af033 | B+ | whole_blood | 34 | 2026-01-31 | 2026-03-14 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
e00eaaaf-d8e3-4798-9575-f7f2b08890c1 | 033ff154-386d-4515-a1ed-2cbbe3d3385d | B+ | packed_rbc | 27 | 2026-01-18 | 2026-02-24 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
02bb8312-f63d-4269-bef3-b6fda7b33a0e | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | B+ | packed_rbc | 16 | 2026-01-06 | 2026-02-08 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
346cd86e-b96e-4643-8ab5-54f653f1f5f5 | f3553e2a-a525-4b52-9875-bb463b69a60b | B+ | packed_rbc | 45 | 2026-01-17 | 2026-02-24 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
9b32b220-f06a-4dd2-9ead-edb0c83492ec | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | B+ | packed_rbc | 5 | 2026-01-29 | 2026-02-15 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
2c5d0ef2-fd80-4321-a1ec-a5692a895601 | b8dd38d0-53d4-4362-9170-1febdd6af033 | B+ | packed_rbc | 18 | 2026-01-20 | 2026-03-12 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
d9035f24-9a5e-40b3-bc49-b5461543f5e7 | 033ff154-386d-4515-a1ed-2cbbe3d3385d | B+ | plasma | 18 | 2026-01-08 | 2026-02-14 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
5295a835-5bdd-4540-bf52-1a7df8bcb075 | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | B+ | plasma | 9 | 2026-01-14 | 2026-02-27 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
830b8fc4-c8f4-43cc-992e-43d871cb86db | f3553e2a-a525-4b52-9875-bb463b69a60b | B+ | plasma | 13 | 2026-01-25 | 2026-02-25 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
f1984bd7-e3af-4633-910b-a66b301d54b7 | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | B+ | plasma | 9 | 2026-01-30 | 2026-02-21 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
4e7346b3-3169-4f05-b4c9-37fb03ca8e3b | b8dd38d0-53d4-4362-9170-1febdd6af033 | B+ | plasma | 13 | 2026-01-03 | 2026-03-06 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
56b59c24-015c-474a-9fdd-753f3e9b0bc0 | 033ff154-386d-4515-a1ed-2cbbe3d3385d | B+ | platelets | 48 | 2026-01-11 | 2026-03-12 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
8be277a1-0d55-4895-a6d0-91eac07c85c6 | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | B+ | platelets | 49 | 2026-01-23 | 2026-02-16 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
3a025bea-f39b-4848-84dd-0a25e01bcd57 | f3553e2a-a525-4b52-9875-bb463b69a60b | B+ | platelets | 32 | 2026-01-18 | 2026-02-26 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
f867adfb-7600-4b78-bf96-c2bf9b666fa9 | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | B+ | platelets | 48 | 2026-01-16 | 2026-03-12 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
bf16c422-5d6c-429a-a800-b8a3d5630bc7 | b8dd38d0-53d4-4362-9170-1febdd6af033 | B+ | platelets | 5 | 2026-01-03 | 2026-02-16 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
867d34d8-bf11-4778-b128-b1cde77b350a | 033ff154-386d-4515-a1ed-2cbbe3d3385d | B- | whole_blood | 41 | 2026-01-10 | 2026-03-11 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
099c71cd-877d-41c5-a98b-9103e34f3c88 | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | B- | whole_blood | 38 | 2026-01-11 | 2026-02-28 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
39465f26-d3af-4947-bfbd-1a8110ede33b | f3553e2a-a525-4b52-9875-bb463b69a60b | B- | whole_blood | 29 | 2026-01-20 | 2026-02-16 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
42e24e01-a986-489c-9d3b-a2a5a50298ee | 58566ddb-19e4-4b13-a78f-0dc91ab4c50a | B- | whole_blood | 20 | 2026-01-06 | 2026-02-07 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
41c2d135-13be-441d-b147-a374c1050a78 | b8dd38d0-53d4-4362-9170-1febdd6af033 | B- | whole_blood | 41 | 2026-01-03 | 2026-02-25 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
f7464ab1-cdce-40b7-83aa-337e31ebe84a | 033ff154-386d-4515-a1ed-2cbbe3d3385d | B- | packed_rbc | 33 | 2026-01-06 | 2026-02-20 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
4cca566a-20fc-4733-a2db-a32d50620358 | 5cb5efbd-ea6b-4954-b8f7-45ac7a9f1c10 | B- | packed_rbc | 37 | 2026-01-24 | 2026-03-05 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
7e458dd3-8cf3-46c2-8eaf-c3b0f8600fc2 | f3553e2a-a525-4b52-9875-bb463b69a60b | B- | packed_rbc | 13 | 2026-01-05 | 2026-03-13 | NULL | cleared | NULL | 0 | 2026-01-31 18:03:06.138343 | 2026-01-31 18:03:06.138343
