date,healthcare_id,medicine_name,quantity_sold,upazila
2024-01-06,PH001,ORS Sachet,15,Khulna Sadar
2024-01-06,PH001,Metronidazole 400mg,9,Khulna Sadar
2024-01-06,PH001,Cetirizine 10mg,16,Khulna Sadar
2024-01-06,PH001,Amoxicillin 500mg,11,Khulna Sadar
2024-01-06,PH001,Azithromycin 500mg,6,Khulna Sadar
2024-01-06,PH001,Zinc 20mg (child),10,Khulna Sadar
2024-01-06,PH001,Ciprofloxacin 500mg,6,Khulna Sadar
2024-01-06,PH001,Antihistamine Syrup,12,Khulna Sadar
2024-01-06,PH001,Vitamin C 500mg,26,Khulna Sadar
2024-01-06,PH001,Ranitidine 150mg,18,Khulna Sadar
2024-01-06,PH001,Antacid Tablet,15,Khulna Sadar
2024-01-06,PH001,Insulin (vial),4,Khulna Sadar
2024-01-06,PH001,Atorvastatin 10mg,6,Khulna Sadar
2024-01-06,PH001,Losartan 50mg,8,Khulna Sadar
2024-01-07,PH001,Paracetamol 500mg,26,Khulna Sadar
2024-01-07,PH001,ORS Sachet,16,Khulna Sadar
2024-01-07,PH001,Metronidazole 400mg,9,Khulna Sadar
2024-01-07,PH001,Cetirizine 10mg,12,Khulna Sadar
2024-01-07,PH001,Amoxicillin 500mg,7,Khulna Sadar
2024-01-07,PH001,Azithromycin 500mg,5,Khulna Sadar
2024-01-07,PH001,Zinc 20mg (child),9,Khulna Sadar
2024-01-07,PH001,Ciprofloxacin 500mg,6,Khulna Sadar
2024-01-07,PH001,Antihistamine Syrup,13,Khulna Sadar
2024-01-07,PH001,Vitamin C 500mg,21,Khulna Sadar
2024-01-07,PH001,Ranitidine 150mg,13,Khulna Sadar
2024-01-07,PH001,Antacid Tablet,16,Khulna Sadar
2024-01-07,PH001,Insulin (vial),4,Khulna Sadar
2024-01-07,PH001,Atorvastatin 10mg,8,Khulna Sadar
2024-01-07,PH001,Losartan 50mg,6,Khulna Sadar
2024-01-08,PH001,Paracetamol 500mg,33,Khulna Sadar
2024-01-08,PH001,ORS Sachet,15,Khulna Sadar
2024-01-08,PH001,Metronidazole 400mg,12,Khulna Sadar
2024-01-08,PH001,Cetirizine 10mg,13,Khulna Sadar
2024-01-08,PH001,Amoxicillin 500mg,8,Khulna Sadar
2024-01-08,PH001,Azithromycin 500mg,5,Khulna Sadar
2024-01-08,PH001,Zinc 20mg (child),9,Khulna Sadar
2024-01-08,PH001,Ciprofloxacin 500mg,7,Khulna Sadar
2024-01-08,PH001,Antihistamine Syrup,13,Khulna Sadar
2024-01-08,PH001,Vitamin C 500mg,21,Khulna Sadar
2024-01-08,PH001,Ranitidine 150mg,16,Khulna Sadar
2024-01-08,PH001,Antacid Tablet,15,Khulna Sadar
2024-01-08,PH001,Insulin (vial),3,Khulna Sadar
2024-01-08,PH001,Atorvastatin 10mg,8,Khulna Sadar
2024-01-08,PH001,Losartan 50mg,7,Khulna Sadar
2024-01-09,PH001,Paracetamol 500mg,35,Khulna Sadar
2024-01-09,PH001,ORS Sachet,18,Khulna Sadar
2024-01-09,PH001,Metronidazole 400mg,12,Khulna Sadar
2024-01-09,PH001,Cetirizine 10mg,16,Khulna Sadar
2024-01-09,PH001,Amoxicillin 500mg,10,Khulna Sadar
2024-01-09,PH001,Azithromycin 500mg,5,Khulna Sadar
2024-01-09,PH001,Zinc 20mg (child),10,Khulna Sadar
2024-01-09,PH001,Ciprofloxacin 500mg,7,Khulna Sadar
2024-01-09,PH001,Antihistamine Syrup,10,Khulna Sadar
2024-01-09,PH001,Vitamin C 500mg,25,Khulna Sadar
2024-01-09,PH001,Ranitidine 150mg,17,Khulna Sadar
2024-01-09,PH001,Antacid Tablet,22,Khulna Sadar
2024-01-09,PH001,Insulin (vial),3,Khulna Sadar
2024-01-09,PH001,Atorvastatin 10mg,7,Khulna Sadar
2024-01-09,PH001,Losartan 50mg,7,Khulna Sadar
2024-01-10,PH001,Paracetamol 500mg,42,Khulna Sadar
2024-01-10,PH001,ORS Sachet,16,Khulna Sadar
2024-01-10,PH001,Metronidazole 400mg,9,Khulna Sadar
2024-01-10,PH001,Cetirizine 10mg,10,Khulna Sadar
2024-01-10,PH001,Amoxicillin 500mg,9,Khulna Sadar
2024-01-10,PH001,Azithromycin 500mg,5,Khulna Sadar
2024-01-10,PH001,Zinc 20mg (child),11,Khulna Sadar
2024-01-10,PH001,Ciprofloxacin 500mg,8,Khulna Sadar
2024-01-10,PH001,Antihistamine Syrup,10,Khulna Sadar
2024-01-10,PH001,Vitamin C 500mg,26,Khulna Sadar
2024-01-10,PH001,Ranitidine 150mg,16,Khulna Sadar
2024-01-10,PH001,Antacid Tablet,24,Khulna Sadar
2024-01-10,PH001,Insulin (vial),4,Khulna Sadar
2024-01-10,PH001,Atorvastatin 10mg,8,Khulna Sadar
2024-01-10,PH001,Losartan 50mg,9,Khulna Sadar
2024-01-11,PH001,Paracetamol 500mg,38,Khulna Sadar
2024-01-11,PH001,ORS Sachet,17,Khulna Sadar
2024-01-11,PH001,Metronidazole 400mg,13,Khulna Sadar
2024-01-11,PH001,Cetirizine 10mg,13,Khulna Sadar
2024-01-11,PH001,Amoxicillin 500mg,12,Khulna Sadar
2024-01-11,PH001,Azithromycin 500mg,6,Khulna Sadar
2024-01-11,PH001,Zinc 20mg (child),9,Khulna Sadar
2024-01-11,PH001,Ciprofloxacin 500mg,7,Khulna Sadar
2024-01-11,PH001,Antihistamine Syrup,12,Khulna Sadar
2024-01-11,PH001,Vitamin C 500mg,21,Khulna Sadar
2024-01-11,PH001,Ranitidine 150mg,13,Khulna Sadar
2024-01-11,PH001,Antacid Tablet,17,Khulna Sadar
2024-01-11,PH001,Insulin (vial),4,Khulna Sadar
2024-01-11,PH001,Atorvastatin 10mg,7,Khulna Sadar
2024-01-11,PH001,Losartan 50mg,8,Khulna Sadar
2024-01-12,PH001,Paracetamol 500mg,40,Khulna Sadar
2024-01-12,PH001,ORS Sachet,16,Khulna Sadar
2024-01-12,PH001,Metronidazole 400mg,12,Khulna Sadar
2024-01-12,PH001,Cetirizine 10mg,17,Khulna Sadar
2024-01-12,PH001,Amoxicillin 500mg,9,Khulna Sadar
2024-01-12,PH001,Azithromycin 500mg,6,Khulna Sadar
2024-01-12,PH001,Zinc 20mg (child),7,Khulna Sadar
2024-01-12,PH001,Ciprofloxacin 500mg,8,Khulna Sadar
2024-01-12,PH001,Antihistamine Syrup,11,Khulna Sadar
2024-01-12,PH001,Vitamin C 500mg,22,Khulna Sadar
2024-01-12,PH001,Ranitidine 150mg,15,Khulna Sadar
2024-01-12,PH001,Antacid Tablet,23,Khulna Sadar
2024-01-12,PH001,Insulin (vial),6,Khulna Sadar
2024-01-12,PH001,Atorvastatin 10mg,5,Khulna Sadar
2024-01-12,PH001,Losartan 50mg,6,Khulna Sadar
2024-01-13,PH001,Paracetamol 500mg,50,Khulna Sadar
2024-01-13,PH001,ORS Sachet,20,Khulna Sadar
2024-01-13,PH001,Metronidazole 400mg,12,Khulna Sadar
2024-01-13,PH001,Cetirizine 10mg,15,Khulna Sadar
2024-01-13,PH001,Amoxicillin 500mg,8,Khulna Sadar
2024-01-13,PH001,Azithromycin 500mg,5,Khulna Sadar
2024-01-13,PH001,Zinc 20mg (child),11,Khulna Sadar
2024-01-13,PH001,Ciprofloxacin 500mg,7,Khulna Sadar
2024-01-13,PH001,Antihistamine Syrup,11,Khulna Sadar
2024-01-13,PH001,Vitamin C 500mg,25,Khulna Sadar
2024-01-13,PH001,Ranitidine 150mg,18,Khulna Sadar
2024-01-13,PH001,Antacid Tablet,22,Khulna Sadar
2024-01-13,PH001,Insulin (vial),5,Khulna Sadar
2024-01-13,PH001,Atorvastatin 10mg,6,Khulna Sadar
2024-01-13,PH001,Losartan 50mg,7,Khulna Sadar
2024-01-14,PH001,Paracetamol 500mg,51,Khulna Sadar
2024-01-14,PH001,ORS Sachet,14,Khulna Sadar
2024-01-14,PH001,Metronidazole 400mg,11,Khulna Sadar
2024-01-14,PH001,Cetirizine 10mg,20,Khulna Sadar
2024-01-14,PH001,Amoxicillin 500mg,11,Khulna Sadar
2024-01-14,PH001,Azithromycin 500mg,4,Khulna Sadar
2024-01-14,PH001,Zinc 20mg (child),11,Khulna Sadar
2024-01-14,PH001,Ciprofloxacin 500mg,7,Khulna Sadar
2024-01-14,PH001,Antihistamine Syrup,10,Khulna Sadar
2024-01-14,PH001,Vitamin C 500mg,27,Khulna Sadar
2024-01-14,PH001,Ranitidine 150mg,16,Khulna Sadar
2024-01-14,PH001,Antacid Tablet,21,Khulna Sadar
2024-01-14,PH001,Insulin (vial),4,Khulna Sadar
2024-01-14,PH001,Atorvastatin 10mg,5,Khulna Sadar
2024-01-14,PH001,Losartan 50mg,9,Khulna Sadar
2024-01-15,PH001,Paracetamol 500mg,53,Khulna Sadar
2024-01-15,PH001,ORS Sachet,18,Khulna Sadar
2024-01-15,PH001,Metronidazole 400mg,11,Khulna Sadar
2024-01-15,PH001,Cetirizine 10mg,17,Khulna Sadar
2024-01-15,PH001,Amoxicillin 500mg,9,Khulna Sadar
2024-01-15,PH001,Azithromycin 500mg,5,Khulna Sadar
2024-01-15,PH001,Zinc 20mg (child),9,Khulna Sadar
2024-01-15,PH001,Ciprofloxacin 500mg,8,Khulna Sadar
2024-01-15,PH001,Antihistamine Syrup,13,Khulna Sadar
2024-01-15,PH001,Vitamin C 500mg,31,Khulna Sadar
2024-01-15,PH001,Ranitidine 150mg,12,Khulna Sadar
2024-01-15,PH001,Antacid Tablet,18,Khulna Sadar
2024-01-15,PH001,Insulin (vial),6,Khulna Sadar
2024-01-15,PH001,Atorvastatin 10mg,5,Khulna Sadar
2024-01-15,PH001,Losartan 50mg,7,Khulna Sadar
2024-01-16,PH001,Paracetamol 500mg,73,Khulna Sadar
2024-01-16,PH001,ORS Sachet,14,Khulna Sadar
2024-01-16,PH001,Metronidazole 400mg,10,Khulna Sadar
2024-01-16,PH001,Cetirizine 10mg,18,Khulna Sadar
2024-01-16,PH001,Amoxicillin 500mg,10,Khulna Sadar
2024-01-16,PH001,Azithromycin 500mg,4,Khulna Sadar
2024-01-16,PH001,Zinc 20mg (child),8,Khulna Sadar
2024-01-16,PH001,Ciprofloxacin 500mg,7,Khulna Sadar
2024-01-16,PH001,Antihistamine Syrup,11,Khulna Sadar
2024-01-16,PH001,Vitamin C 500mg,33,Khulna Sadar
2024-01-16,PH001,Ranitidine 150mg,18,Khulna Sadar
2024-01-16,PH001,Antacid Tablet,23,Khulna Sadar
2024-01-16,PH001,Insulin (vial),4,Khulna Sadar
2024-01-16,PH001,Atorvastatin 10mg,8,Khulna Sadar
2024-01-16,PH001,Losartan 50mg,9,Khulna Sadar
2024-01-17,PH001,Paracetamol 500mg,61,Khulna Sadar
2024-01-17,PH001,ORS Sachet,17,Khulna Sadar
2024-01-17,PH001,Metronidazole 400mg,13,Khulna Sadar
2024-01-17,PH001,Cetirizine 10mg,22,Khulna Sadar
2024-01-17,PH001,Amoxicillin 500mg,11,Khulna Sadar
2024-01-17,PH001,Azithromycin 500mg,6,Khulna Sadar
2024-01-17,PH001,Zinc 20mg (child),10,Khulna Sadar
2024-01-17,PH001,Ciprofloxacin 500mg,7,Khulna Sadar
2024-01-17,PH001,Antihistamine Syrup,11,Khulna Sadar
2024-01-17,PH001,Vitamin C 500mg,36,Khulna Sadar
2024-01-17,PH001,Ranitidine 150mg,17,Khulna Sadar
2024-01-17,PH001,Antacid Tablet,24,Khulna Sadar
2024-01-17,PH001,Insulin (vial),4,Khulna Sadar
2024-01-17,PH001,Atorvastatin 10mg,8,Khulna Sadar
2024-01-17,PH001,Losartan 50mg,8,Khulna Sadar
2024-01-18,PH001,Paracetamol 500mg,59,Khulna Sadar
2024-01-18,PH001,ORS Sachet,21,Khulna Sadar
2024-01-18,PH001,Metronidazole 400mg,9,Khulna Sadar
2024-01-18,PH001,Cetirizine 10mg,19,Khulna Sadar
2024-01-18,PH001,Amoxicillin 500mg,11,Khulna Sadar
2024-01-18,PH001,Azithromycin 500mg,5,Khulna Sadar
2024-01-18,PH001,Zinc 20mg (child),7,Khulna Sadar
2024-01-18,PH001,Ciprofloxacin 500mg,5,Khulna Sadar
2024-01-18,PH001,Antihistamine Syrup,12,Khulna Sadar
2024-01-18,PH001,Vitamin C 500mg,32,Khulna Sadar
2024-01-18,PH001,Ranitidine 150mg,13,Khulna Sadar
2024-01-18,PH001,Antacid Tablet,20,Khulna Sadar
2024-01-18,PH001,Insulin (vial),5,Khulna Sadar
2024-01-18,PH001,Atorvastatin 10mg,7,Khulna Sadar
2024-01-18,PH001,Losartan 50mg,9,Khulna Sadar
2024-01-19,PH001,Paracetamol 500mg,65,Khulna Sadar
2024-01-19,PH001,ORS Sachet,17,Khulna Sadar
2024-01-19,PH001,Metronidazole 400mg,14,Khulna Sadar
2024-01-19,PH001,Cetirizine 10mg,21,Khulna Sadar
2024-01-19,PH001,Amoxicillin 500mg,8,Khulna Sadar
2024-01-19,PH001,Azithromycin 500mg,6,Khulna Sadar
2024-01-19,PH001,Zinc 20mg (child),10,Khulna Sadar
2024-01-19,PH001,Ciprofloxacin 500mg,6,Khulna Sadar
2024-01-19,PH001,Antihistamine Syrup,10,Khulna Sadar
2024-01-19,PH001,Vitamin C 500mg,25,Khulna Sadar
2024-01-19,PH001,Ranitidine 150mg,12,Khulna Sadar
2024-01-19,PH001,Antacid Tablet,21,Khulna Sadar
2024-01-19,PH001,Insulin (vial),5,Khulna Sadar
2024-01-19,PH001,Atorvastatin 10mg,8,Khulna Sadar
2024-01-19,PH001,Losartan 50mg,7,Khulna Sadar
2024-01-20,PH001,Paracetamol 500mg,93,Khulna Sadar
2024-01-20,PH001,ORS Sachet,21,Khulna Sadar
2024-01-20,PH001,Metronidazole 400mg,10,Khulna Sadar
2024-01-20,PH001,Cetirizine 10mg,32,Khulna Sadar
2024-01-20,PH001,Amoxicillin 500mg,9,Khulna Sadar
2024-01-20,PH001,Azithromycin 500mg,6,Khulna Sadar
2024-01-20,PH001,Zinc 20mg (child),8,Khulna Sadar
2024-01-20,PH001,Ciprofloxacin 500mg,5,Khulna Sadar
2024-01-20,PH001,Antihistamine Syrup,11,Khulna Sadar
2024-01-20,PH001,Vitamin C 500mg,39,Khulna Sadar
2024-01-20,PH001,Ranitidine 150mg,13,Khulna Sadar
2024-01-20,PH001,Antacid Tablet,15,Khulna Sadar
2024-01-20,PH001,Insulin (vial),4,Khulna Sadar
2024-01-20,PH001,Atorvastatin 10mg,6,Khulna Sadar
2024-01-20,PH001,Losartan 50mg,8,Khulna Sadar
2024-01-21,PH001,Paracetamol 500mg,88,Khulna Sadar
2024-01-21,PH001,ORS Sachet,14,Khulna Sadar
2024-01-21,PH001,Metronidazole 400mg,11,Khulna Sadar
2024-01-21,PH001,Cetirizine 10mg,26,Khulna Sadar
2024-01-21,PH001,Amoxicillin 500mg,9,Khulna Sadar
2024-01-21,PH001,Azithromycin 500mg,6,Khulna Sadar
2024-01-21,PH001,Zinc 20mg (child),10,Khulna Sadar
2024-01-21,PH001,Ciprofloxacin 500mg,8,Khulna Sadar
2024-01-21,PH001,Antihistamine Syrup,13,Khulna Sadar
2024-01-21,PH001,Vitamin C 500mg,28,Khulna Sadar
2024-01-21,PH001,Ranitidine 150mg,15,Khulna Sadar
2024-01-21,PH001,Antacid Tablet,24,Khulna Sadar
2024-01-21,PH001,Insulin (vial),4,Khulna Sadar
2024-01-21,PH001,Atorvastatin 10mg,5,Khulna Sadar
2024-01-21,PH001,Losartan 50mg,9,Khulna Sadar
2024-01-22,PH001,Paracetamol 500mg,97,Khulna Sadar
2024-01-22,PH001,ORS Sachet,20,Khulna Sadar
2024-01-22,PH001,Metronidazole 400mg,12,Khulna Sadar
2024-01-22,PH001,Cetirizine 10mg,33,Khulna Sadar
2024-01-22,PH001,Amoxicillin 500mg,12,Khulna Sadar
2024-01-22,PH001,Azithromycin 500mg,5,Khulna Sadar
2024-01-22,PH001,Zinc 20mg (child),8,Khulna Sadar
2024-01-22,PH001,Ciprofloxacin 500mg,6,Khulna Sadar
2024-01-22,PH001,Antihistamine Syrup,12,Khulna Sadar
2024-01-22,PH001,Vitamin C 500mg,39,Khulna Sadar
2024-01-22,PH001,Ranitidine 150mg,19,Khulna Sadar
2024-01-22,PH001,Antacid Tablet,21,Khulna Sadar
2024-01-22,PH001,Insulin (vial),4,Khulna Sadar
2024-01-22,PH001,Atorvastatin 10mg,6,Khulna Sadar
2024-01-22,PH001,Losartan 50mg,8,Khulna Sadar
2024-01-23,PH001,Paracetamol 500mg,103,Khulna Sadar
2024-01-23,PH001,ORS Sachet,18,Khulna Sadar
2024-01-23,PH001,Metronidazole 400mg,14,Khulna Sadar
2024-01-23,PH001,Cetirizine 10mg,26,Khulna Sadar
2024-01-23,PH001,Amoxicillin 500mg,10,Khulna Sadar
2024-01-23,PH001,Azithromycin 500mg,4,Khulna Sadar
2024-01-23,PH001,Zinc 20mg (child),12,Khulna Sadar
2024-01-23,PH001,Ciprofloxacin 500mg,6,Khulna Sadar
2024-01-23,PH001,Antihistamine Syrup,12,Khulna Sadar
2024-01-23,PH001,Vitamin C 500mg,38,Khulna Sadar
2024-01-23,PH001,Ranitidine 150mg,18,Khulna Sadar
2024-01-23,PH001,Antacid Tablet,21,Khulna Sadar
2024-01-23,PH001,Insulin (vial),5,Khulna Sadar
2024-01-23,PH001,Atorvastatin 10mg,7,Khulna Sadar
2024-01-23,PH001,Losartan 50mg,7,Khulna Sadar
2024-01-24,PH001,Paracetamol 500mg,138,Khulna Sadar
2024-01-24,PH001,ORS Sachet,13,Khulna Sadar
2024-01-24,PH001,Metronidazole 400mg,13,Khulna Sadar
2024-01-24,PH001,Cetirizine 10mg,35,Khulna Sadar
2024-01-24,PH001,Amoxicillin 500mg,9,Khulna Sadar
2024-01-24,PH001,Azithromycin 500mg,6,Khulna Sadar
2024-01-24,PH001,Zinc 20mg (child),10,Khulna Sadar
2024-01-24,PH001,Ciprofloxacin 500mg,6,Khulna Sadar
2024-01-24,PH001,Antihistamine Syrup,13,Khulna Sadar
2024-01-24,PH001,Vitamin C 500mg,34,Khulna Sadar
2024-01-24,PH001,Ranitidine 150mg,17,Khulna Sadar
2024-01-24,PH001,Antacid Tablet,20,Khulna Sadar
2024-01-24,PH001,Insulin (vial),5,Khulna Sadar
2024-01-24,PH001,Atorvastatin 10mg,7,Khulna Sadar
2024-01-24,PH001,Losartan 50mg,7,Khulna Sadar
2024-01-25,PH001,Paracetamol 500mg,152,Khulna Sadar
2024-01-25,PH001,ORS Sachet,21,Khulna Sadar
2024-01-25,PH001,Metronidazole 400mg,9,Khulna Sadar
2024-01-25,PH001,Cetirizine 10mg,34,Khulna Sadar
2024-01-25,PH001,Amoxicillin 500mg,12,Khulna Sadar
2024-01-25,PH001,Azithromycin 500mg,4,Khulna Sadar
2024-01-25,PH001,Zinc 20mg (child),9,Khulna Sadar
2024-01-25,PH001,Ciprofloxacin 500mg,6,Khulna Sadar
2024-01-25,PH001,Antihistamine Syrup,11,Khulna Sadar
2024-01-25,PH001,Vitamin C 500mg,49,Khulna Sadar
2024-01-25,PH001,Ranitidine 150mg,15,Khulna Sadar
2024-01-25,PH001,Antacid Tablet,20,Khulna Sadar
2024-01-25,PH001,Insulin (vial),5,Khulna Sadar
2024-01-25,PH001,Atorvastatin 10mg,7,Khulna Sadar
2024-01-25,PH001,Losartan 50mg,6,Khulna Sadar
2024-01-26,PH001,Paracetamol 500mg,102,Khulna Sadar
2024-01-26,PH001,ORS Sachet,13,Khulna Sadar
2024-01-26,PH001,Metronidazole 400mg,12,Khulna Sadar
2024-01-26,PH001,Cetirizine 10mg,33,Khulna Sadar
2024-01-26,PH001,Amoxicillin 500mg,8,Khulna Sadar
2024-01-26,PH001,Azithromycin 500mg,6,Khulna Sadar
2024-01-26,PH001,Zinc 20mg (child),10,Khulna Sadar
2024-01-26,PH001,Ciprofloxacin 500mg,6,Khulna Sadar
2024-01-26,PH001,Antihistamine Syrup,12,Khulna Sadar
2024-01-26,PH001,Vitamin C 500mg,35,Khulna Sadar
2024-01-26,PH001,Ranitidine 150mg,14,Khulna Sadar
2024-01-26,PH001,Antacid Tablet,21,Khulna Sadar
2024-01-26,PH001,Insulin (vial),5,Khulna Sadar
2024-01-26,PH001,Atorvastatin 10mg,5,Khulna Sadar
2024-01-26,PH001,Losartan 50mg,6,Khulna Sadar
2024-01-27,PH001,Paracetamol 500mg,88,Khulna Sadar
2024-01-27,PH001,ORS Sachet,19,Khulna Sadar
2024-01-27,PH001,Metronidazole 400mg,14,Khulna Sadar
2024-01-27,PH001,Cetirizine 10mg,27,Khulna Sadar
2024-01-27,PH001,Amoxicillin 500mg,12,Khulna Sadar
2024-01-27,PH001,Azithromycin 500mg,6,Khulna Sadar
2024-01-27,PH001,Zinc 20mg (child),8,Khulna Sadar
2024-01-27,PH001,Ciprofloxacin 500mg,7,Khulna Sadar
2024-01-27,PH001,Antihistamine Syrup,10,Khulna Sadar
2024-01-27,PH001,Vitamin C 500mg,40,Khulna Sadar
2024-01-27,PH001,Ranitidine 150mg,18,Khulna Sadar
2024-01-27,PH001,Antacid Tablet,18,Khulna Sadar
2024-01-27,PH001,Insulin (vial),3,Khulna Sadar
2024-01-27,PH001,Atorvastatin 10mg,7,Khulna Sadar
2024-01-27,PH001,Losartan 50mg,7,Khulna Sadar
2024-01-28,PH001,Paracetamol 500mg,100,Khulna Sadar
2024-01-28,PH001,ORS Sachet,22,Khulna Sadar
2024-01-28,PH001,Metronidazole 400mg,9,Khulna Sadar
2024-01-28,PH001,Cetirizine 10mg,29,Khulna Sadar
2024-01-28,PH001,Amoxicillin 500mg,9,Khulna Sadar
2024-01-28,PH001,Azithromycin 500mg,6,Khulna Sadar
2024-01-28,PH001,Zinc 20mg (child),7,Khulna Sadar
2024-01-28,PH001,Ciprofloxacin 500mg,7,Khulna Sadar
2024-01-28,PH001,Antihistamine Syrup,11,Khulna Sadar
2024-01-28,PH001,Vitamin C 500mg,33,Khulna Sadar
2024-01-28,PH001,Ranitidine 150mg,15,Khulna Sadar
2024-01-28,PH001,Antacid Tablet,24,Khulna Sadar
2024-01-28,PH001,Insulin (vial),3,Khulna Sadar
2024-01-28,PH001,Atorvastatin 10mg,5,Khulna Sadar
2024-01-28,PH001,Losartan 50mg,6,Khulna Sadar
2024-01-29,PH001,Paracetamol 500mg,104,Khulna Sadar
2024-01-29,PH001,ORS Sachet,15,Khulna Sadar
2024-01-29,PH001,Metronidazole 400mg,9,Khulna Sadar
2024-01-29,PH001,Cetirizine 10mg,34,Khulna Sadar
2024-01-29,PH001,Amoxicillin 500mg,9,Khulna Sadar
2024-01-29,PH001,Azithromycin 500mg,5,Khulna Sadar
