date,healthcare_id,medicine_name,quantity_sold,upazila
2024-01-12,PH006,Atorvastatin 10mg,7,Sonadanga
2024-01-12,PH006,Losartan 50mg,9,Sonadanga
2024-01-13,PH006,Paracetamol 500mg,42,Sonadanga
2024-01-13,PH006,ORS Sachet,16,Sonadanga
2024-01-13,PH006,Metronidazole 400mg,11,Sonadanga
2024-01-13,PH006,Cetirizine 10mg,18,Sonadanga
2024-01-13,PH006,Amoxicillin 500mg,8,Sonadanga
2024-01-13,PH006,Azithromycin 500mg,4,Sonadanga
2024-01-13,PH006,Zinc 20mg (child),9,Sonadanga
2024-01-13,PH006,Ciprofloxacin 500mg,5,Sonadanga
2024-01-13,PH006,Antihistamine Syrup,11,Sonadanga
2024-01-13,PH006,Vitamin C 500mg,20,Sonadanga
2024-01-13,PH006,Ranitidine 150mg,12,Sonadanga
2024-01-13,PH006,Antacid Tablet,18,Sonadanga
2024-01-13,PH006,Insulin (vial),5,Sonadanga
2024-01-13,PH006,Atorvastatin 10mg,5,Sonadanga
2024-01-13,PH006,Losartan 50mg,9,Sonadanga
2024-01-14,PH006,Paracetamol 500mg,48,Sonadanga
2024-01-14,PH006,ORS Sachet,18,Sonadanga
2024-01-14,PH006,Metronidazole 400mg,11,Sonadanga
2024-01-14,PH006,Cetirizine 10mg,21,Sonadanga
2024-01-14,PH006,Amoxicillin 500mg,8,Sonadanga
2024-01-14,PH006,Azithromycin 500mg,5,Sonadanga
2024-01-14,PH006,Zinc 20mg (child),10,Sonadanga
2024-01-14,PH006,Ciprofloxacin 500mg,6,Sonadanga
2024-01-14,PH006,Antihistamine Syrup,12,Sonadanga
2024-01-14,PH006,Vitamin C 500mg,23,Sonadanga
2024-01-14,PH006,Ranitidine 150mg,12,Sonadanga
2024-01-14,PH006,Antacid Tablet,20,Sonadanga
2024-01-14,PH006,Insulin (vial),4,Sonadanga
2024-01-14,PH006,Atorvastatin 10mg,7,Sonadanga
2024-01-14,PH006,Losartan 50mg,9,Sonadanga
2024-01-15,PH006,Paracetamol 500mg,67,Sonadanga
2024-01-15,PH006,ORS Sachet,19,Sonadanga
2024-01-15,PH006,Metronidazole 400mg,14,Sonadanga
2024-01-15,PH006,Cetirizine 10mg,17,Sonadanga
2024-01-15,PH006,Amoxicillin 500mg,11,Sonadanga
2024-01-15,PH006,Azithromycin 500mg,4,Sonadanga
2024-01-15,PH006,Zinc 20mg (child),8,Sonadanga
2024-01-15,PH006,Ciprofloxacin 500mg,7,Sonadanga
2024-01-15,PH006,Antihistamine Syrup,11,Sonadanga
2024-01-15,PH006,Vitamin C 500mg,33,Sonadanga
2024-01-15,PH006,Ranitidine 150mg,18,Sonadanga
2024-01-15,PH006,Antacid Tablet,22,Sonadanga
2024-01-15,PH006,Insulin (vial),4,Sonadanga
2024-01-15,PH006,Atorvastatin 10mg,6,Sonadanga
2024-01-15,PH006,Losartan 50mg,6,Sonadanga
2024-01-16,PH006,Paracetamol 500mg,79,Sonadanga
2024-01-16,PH006,ORS Sachet,21,Sonadanga
2024-01-16,PH006,Metronidazole 400mg,12,Sonadanga
2024-01-16,PH006,Cetirizine 10mg,21,Sonadanga
2024-01-16,PH006,Amoxicillin 500mg,11,Sonadanga
2024-01-16,PH006,Azithromycin 500mg,5,Sonadanga
2024-01-16,PH006,Zinc 20mg (child),10,Sonadanga
2024-01-16,PH006,Ciprofloxacin 500mg,6,Sonadanga
2024-01-16,PH006,Antihistamine Syrup,11,Sonadanga
2024-01-16,PH006,Vitamin C 500mg,24,Sonadanga
2024-01-16,PH006,Ranitidine 150mg,16,Sonadanga
2024-01-16,PH006,Antacid Tablet,15,Sonadanga
2024-01-16,PH006,Insulin (vial),3,Sonadanga
2024-01-16,PH006,Atorvastatin 10mg,6,Sonadanga
2024-01-16,PH006,Losartan 50mg,8,Sonadanga
2024-01-17,PH006,Paracetamol 500mg,63,Sonadanga
2024-01-17,PH006,ORS Sachet,22,Sonadanga
2024-01-17,PH006,Metronidazole 400mg,11,Sonadanga
2024-01-17,PH006,Cetirizine 10mg,27,Sonadanga
2024-01-17,PH006,Amoxicillin 500mg,11,Sonadanga
2024-01-17,PH006,Azithromycin 500mg,5,Sonadanga
2024-01-17,PH006,Zinc 20mg (child),9,Sonadanga
2024-01-17,PH006,Ciprofloxacin 500mg,5,Sonadanga
2024-01-17,PH006,Antihistamine Syrup,8,Sonadanga
2024-01-17,PH006,Vitamin C 500mg,35,Sonadanga
2024-01-17,PH006,Ranitidine 150mg,18,Sonadanga
2024-01-17,PH006,Antacid Tablet,19,Sonadanga
2024-01-17,PH006,Insulin (vial),5,Sonadanga
2024-01-17,PH006,Atorvastatin 10mg,7,Sonadanga
2024-01-17,PH006,Losartan 50mg,6,Sonadanga
2024-01-18,PH006,Paracetamol 500mg,82,Sonadanga
2024-01-18,PH006,ORS Sachet,22,Sonadanga
2024-01-18,PH006,Metronidazole 400mg,14,Sonadanga
2024-01-18,PH006,Cetirizine 10mg,19,Sonadanga
2024-01-18,PH006,Amoxicillin 500mg,12,Sonadanga
2024-01-18,PH006,Azithromycin 500mg,5,Sonadanga
2024-01-18,PH006,Zinc 20mg (child),10,Sonadanga
2024-01-18,PH006,Ciprofloxacin 500mg,6,Sonadanga
2024-01-18,PH006,Antihistamine Syrup,8,Sonadanga
2024-01-18,PH006,Vitamin C 500mg,32,Sonadanga
2024-01-18,PH006,Ranitidine 150mg,15,Sonadanga
2024-01-18,PH006,Antacid Tablet,22,Sonadanga
2024-01-18,PH006,Insulin (vial),4,Sonadanga
2024-01-18,PH006,Atorvastatin 10mg,8,Sonadanga
2024-01-18,PH006,Losartan 50mg,7,Sonadanga
2024-01-19,PH006,Paracetamol 500mg,74,Sonadanga
2024-01-19,PH006,ORS Sachet,14,Sonadanga
2024-01-19,PH006,Metronidazole 400mg,12,Sonadanga
2024-01-19,PH006,Cetirizine 10mg,27,Sonadanga
2024-01-19,PH006,Amoxicillin 500mg,11,Sonadanga
2024-01-19,PH006,Azithromycin 500mg,7,Sonadanga
2024-01-19,PH006,Zinc 20mg (child),11,Sonadanga
2024-01-19,PH006,Ciprofloxacin 500mg,7,Sonadanga
2024-01-19,PH006,Antihistamine Syrup,9,Sonadanga
2024-01-19,PH006,Vitamin C 500mg,29,Sonadanga
2024-01-19,PH006,Ranitidine 150mg,18,Sonadanga
2024-01-19,PH006,Antacid Tablet,17,Sonadanga
2024-01-19,PH006,Insulin (vial),4,Sonadanga
2024-01-19,PH006,Atorvastatin 10mg,7,Sonadanga
2024-01-19,PH006,Losartan 50mg,8,Sonadanga
2024-01-20,PH006,Paracetamol 500mg,103,Sonadanga
2024-01-20,PH006,ORS Sachet,19,Sonadanga
2024-01-20,PH006,Metronidazole 400mg,9,Sonadanga
2024-01-20,PH006,Cetirizine 10mg,30,Sonadanga
2024-01-20,PH006,Amoxicillin 500mg,11,Sonadanga
2024-01-20,PH006,Azithromycin 500mg,6,Sonadanga
2024-01-20,PH006,Zinc 20mg (child),10,Sonadanga
2024-01-20,PH006,Ciprofloxacin 500mg,8,Sonadanga
2024-01-20,PH006,Antihistamine Syrup,9,Sonadanga
2024-01-20,PH006,Vitamin C 500mg,42,Sonadanga
2024-01-20,PH006,Ranitidine 150mg,18,Sonadanga
2024-01-20,PH006,Antacid Tablet,24,Sonadanga
2024-01-20,PH006,Insulin (vial),4,Sonadanga
2024-01-20,PH006,Atorvastatin 10mg,7,Sonadanga
2024-01-20,PH006,Losartan 50mg,6,Sonadanga
2024-01-21,PH006,Paracetamol 500mg,86,Sonadanga
2024-01-21,PH006,ORS Sachet,18,Sonadanga
2024-01-21,PH006,Metronidazole 400mg,14,Sonadanga
2024-01-21,PH006,Cetirizine 10mg,30,Sonadanga
2024-01-21,PH006,Amoxicillin 500mg,10,Sonadanga
2024-01-21,PH006,Azithromycin 500mg,7,Sonadanga
2024-01-21,PH006,Zinc 20mg (child),12,Sonadanga
2024-01-21,PH006,Ciprofloxacin 500mg,6,Sonadanga
2024-01-21,PH006,Antihistamine Syrup,13,Sonadanga
2024-01-21,PH006,Vitamin C 500mg,37,Sonadanga
2024-01-21,PH006,Ranitidine 150mg,18,Sonadanga
2024-01-21,PH006,Antacid Tablet,15,Sonadanga
2024-01-21,PH006,Insulin (vial),5,Sonadanga
2024-01-21,PH006,Atorvastatin 10mg,5,Sonadanga
2024-01-21,PH006,Losartan 50mg,9,Sonadanga
2024-01-22,PH006,Paracetamol 500mg,109,Sonadanga
2024-01-22,PH006,ORS Sachet,13,Sonadanga
2024-01-22,PH006,Metronidazole 400mg,13,Sonadanga
2024-01-22,PH006,Cetirizine 10mg,28,Sonadanga
2024-01-22,PH006,Amoxicillin 500mg,11,Sonadanga
2024-01-22,PH006,Azithromycin 500mg,6,Sonadanga
2024-01-22,PH006,Zinc 20mg (child),8,Sonadanga
2024-01-22,PH006,Ciprofloxacin 500mg,5,Sonadanga
2024-01-22,PH006,Antihistamine Syrup,12,Sonadanga
2024-01-22,PH006,Vitamin C 500mg,39,Sonadanga
2024-01-22,PH006,Ranitidine 150mg,15,Sonadanga
2024-01-22,PH006,Antacid Tablet,17,Sonadanga
2024-01-22,PH006,Insulin (vial),5,Sonadanga
2024-01-22,PH006,Atorvastatin 10mg,6,Sonadanga
2024-01-22,PH006,Losartan 50mg,8,Sonadanga
2024-01-23,PH006,Paracetamol 500mg,132,Sonadanga
2024-01-23,PH006,ORS Sachet,14,Sonadanga
2024-01-23,PH006,Metronidazole 400mg,13,Sonadanga
2024-01-23,PH006,Cetirizine 10mg,28,Sonadanga
2024-01-23,PH006,Amoxicillin 500mg,7,Sonadanga
2024-01-23,PH006,Azithromycin 500mg,5,Sonadanga
2024-01-23,PH006,Zinc 20mg (child),9,Sonadanga
2024-01-23,PH006,Ciprofloxacin 500mg,7,Sonadanga
2024-01-23,PH006,Antihistamine Syrup,11,Sonadanga
2024-01-23,PH006,Vitamin C 500mg,39,Sonadanga
2024-01-23,PH006,Ranitidine 150mg,19,Sonadanga
2024-01-23,PH006,Antacid Tablet,21,Sonadanga
2024-01-23,PH006,Insulin (vial),6,Sonadanga
2024-01-23,PH006,Atorvastatin 10mg,6,Sonadanga
2024-01-23,PH006,Losartan 50mg,7,Sonadanga
2024-01-24,PH006,Paracetamol 500mg,89,Sonadanga
2024-01-24,PH006,ORS Sachet,15,Sonadanga
2024-01-24,PH006,Metronidazole 400mg,14,Sonadanga
2024-01-24,PH006,Cetirizine 10mg,32,Sonadanga
2024-01-24,PH006,Amoxicillin 500mg,7,Sonadanga
2024-01-24,PH006,Azithromycin 500mg,6,Sonadanga
2024-01-24,PH006,Zinc 20mg (child),7,Sonadanga
2024-01-24,PH006,Ciprofloxacin 500mg,5,Sonadanga
2024-01-24,PH006,Antihistamine Syrup,8,Sonadanga
2024-01-24,PH006,Vitamin C 500mg,34,Sonadanga
2024-01-24,PH006,Ranitidine 150mg,19,Sonadanga
2024-01-24,PH006,Antacid Tablet,22,Sonadanga
2024-01-24,PH006,Insulin (vial),4,Sonadanga
2024-01-24,PH006,Atorvastatin 10mg,5,Sonadanga
2024-01-24,PH006,Losartan 50mg,6,Sonadanga
2024-01-25,PH006,Paracetamol 500mg,120,Sonadanga
2024-01-25,PH006,ORS Sachet,21,Sonadanga
2024-01-25,PH006,Metronidazole 400mg,9,Sonadanga
2024-01-25,PH006,Cetirizine 10mg,33,Sonadanga
2024-01-25,PH006,Amoxicillin 500mg,10,Sonadanga
2024-01-25,PH006,Azithromycin 500mg,4,Sonadanga
2024-01-25,PH006,Zinc 20mg (child),8,Sonadanga
2024-01-25,PH006,Ciprofloxacin 500mg,5,Sonadanga
2024-01-25,PH006,Antihistamine Syrup,12,Sonadanga
2024-01-25,PH006,Vitamin C 500mg,51,Sonadanga
2024-01-25,PH006,Ranitidine 150mg,12,Sonadanga
2024-01-25,PH006,Antacid Tablet,16,Sonadanga
2024-01-25,PH006,Insulin (vial),5,Sonadanga
2024-01-25,PH006,Atorvastatin 10mg,6,Sonadanga
2024-01-25,PH006,Losartan 50mg,8,Sonadanga
2024-01-26,PH006,Paracetamol 500mg,100,Sonadanga
2024-01-26,PH006,ORS Sachet,18,Sonadanga
2024-01-26,PH006,Metronidazole 400mg,14,Sonadanga
2024-01-26,PH006,Cetirizine 10mg,35,Sonadanga
2024-01-26,PH006,Amoxicillin 500mg,10,Sonadanga
2024-01-26,PH006,Azithromycin 500mg,7,Sonadanga
2024-01-26,PH006,Zinc 20mg (child),10,Sonadanga
2024-01-26,PH006,Ciprofloxacin 500mg,7,Sonadanga
2024-01-26,PH006,Antihistamine Syrup,12,Sonadanga
2024-01-26,PH006,Vitamin C 500mg,38,Sonadanga
2024-01-26,PH006,Ranitidine 150mg,16,Sonadanga
2024-01-26,PH006,Antacid Tablet,17,Sonadanga
2024-01-26,PH006,Insulin (vial),5,Sonadanga
2024-01-26,PH006,Atorvastatin 10mg,5,Sonadanga
2024-01-26,PH006,Losartan 50mg,8,Sonadanga
2024-01-27,PH006,Paracetamol 500mg,97,Sonadanga
2024-01-27,PH006,ORS Sachet,21,Sonadanga
2024-01-27,PH006,Metronidazole 400mg,9,Sonadanga
2024-01-27,PH006,Cetirizine 10mg,39,Sonadanga
2024-01-27,PH006,Amoxicillin 500mg,8,Sonadanga
2024-01-27,PH006,Azithromycin 500mg,6,Sonadanga
2024-01-27,PH006,Zinc 20mg (child),11,Sonadanga
2024-01-27,PH006,Ciprofloxacin 500mg,7,Sonadanga
2024-01-27,PH006,Antihistamine Syrup,10,Sonadanga
2024-01-27,PH006,Vitamin C 500mg,46,Sonadanga
2024-01-27,PH006,Ranitidine 150mg,15,Sonadanga
2024-01-27,PH006,Antacid Tablet,20,Sonadanga
2024-01-27,PH006,Insulin (vial),4,Sonadanga
2024-01-27,PH006,Atorvastatin 10mg,7,Sonadanga
2024-01-27,PH006,Losartan 50mg,6,Sonadanga
2024-01-28,PH006,Paracetamol 500mg,129,Sonadanga
2024-01-28,PH006,ORS Sachet,16,Sonadanga
2024-01-28,PH006,Metronidazole 400mg,12,Sonadanga
2024-01-28,PH006,Cetirizine 10mg,35,Sonadanga
2024-01-28,PH006,Amoxicillin 500mg,9,Sonadanga
2024-01-28,PH006,Azithromycin 500mg,5,Sonadanga
2024-01-28,PH006,Zinc 20mg (child),11,Sonadanga
2024-01-28,PH006,Ciprofloxacin 500mg,7,Sonadanga
2024-01-28,PH006,Antihistamine Syrup,8,Sonadanga
2024-01-28,PH006,Vitamin C 500mg,32,Sonadanga
2024-01-28,PH006,Ranitidine 150mg,12,Sonadanga
2024-01-28,PH006,Antacid Tablet,19,Sonadanga
2024-01-28,PH006,Insulin (vial),3,Sonadanga
2024-01-28,PH006,Atorvastatin 10mg,7,Sonadanga
2024-01-28,PH006,Losartan 50mg,8,Sonadanga
2024-01-29,PH006,Paracetamol 500mg,89,Sonadanga
2024-01-29,PH006,ORS Sachet,16,Sonadanga
2024-01-29,PH006,Metronidazole 400mg,10,Sonadanga
2024-01-29,PH006,Cetirizine 10mg,24,Sonadanga
2024-01-29,PH006,Amoxicillin 500mg,11,Sonadanga
2024-01-29,PH006,Azithromycin 500mg,4,Sonadanga
2024-01-29,PH006,Zinc 20mg (child),9,Sonadanga
2024-01-29,PH006,Ciprofloxacin 500mg,7,Sonadanga
2024-01-29,PH006,Antihistamine Syrup,8,Sonadanga
2024-01-29,PH006,Vitamin C 500mg,43,Sonadanga
2024-01-29,PH006,Ranitidine 150mg,15,Sonadanga
2024-01-29,PH006,Antacid Tablet,22,Sonadanga
2024-01-29,PH006,Insulin (vial),4,Sonadanga
2024-01-29,PH006,Atorvastatin 10mg,6,Sonadanga
2024-01-29,PH006,Losartan 50mg,6,Sonadanga
2024-01-30,PH006,Paracetamol 500mg,75,Sonadanga
2024-01-30,PH006,ORS Sachet,13,Sonadanga
2024-01-30,PH006,Metronidazole 400mg,9,Sonadanga
2024-01-30,PH006,Cetirizine 10mg,26,Sonadanga
2024-01-30,PH006,Amoxicillin 500mg,7,Sonadanga
2024-01-30,PH006,Azithromycin 500mg,7,Sonadanga
2024-01-30,PH006,Zinc 20mg (child),10,Sonadanga
2024-01-30,PH006,Ciprofloxacin 500mg,8,Sonadanga
2024-01-30,PH006,Antihistamine Syrup,12,Sonadanga
2024-01-30,PH006,Vitamin C 500mg,40,Sonadanga
2024-01-30,PH006,Ranitidine 150mg,13,Sonadanga
2024-01-30,PH006,Antacid Tablet,22,Sonadanga
2024-01-30,PH006,Insulin (vial),4,Sonadanga
2024-01-30,PH006,Atorvastatin 10mg,6,Sonadanga
2024-01-30,PH006,Losartan 50mg,9,Sonadanga
2024-01-31,PH006,Paracetamol 500mg,76,Sonadanga
2024-01-31,PH006,ORS Sachet,22,Sonadanga
2024-01-31,PH006,Metronidazole 400mg,11,Sonadanga
2024-01-31,PH006,Cetirizine 10mg,26,Sonadanga
